"Name","Age","Class/Dept","Ticket","Joined","Job","Boat [Body]"
"MARVIN, Mr Daniel Warner",18,"1st Class Passenger","113773£53 2s","Southampton","Of Independent Means",""
"MASKELL, Mr Leopold Adolphus",25,"Engineering Crew","","Southampton","Trimmer",""
"MASON, Mr J.",39,"Engineering Crew","","Southampton","Leading Fireman",""
"MATHERSON, Mr David",33,"Deck Crew","","Southampton","Able Seaman","[192]"
"MATHIAS, Mr Montague Vincent",29,"Deck Crew","","Southampton","Mess Steward",""
"MATINOFF, Mr Nicola",30,"3rd Class Passenger","349255£7 17s 11d","Cherbourg","",""
"MATTHEWS, Mr William John",23,"2nd Class Passenger","28228£13","Southampton","China Clay Worker",""
"MATTMANN, Mr Adolf",20,"Restaurant Staff","","Southampton","Ice Man",""
"MAXWELL, Mr John",29,"Deck Crew","","Belfast","Carpenter / Joiner",""
"MAY, Mr Arthur William",22,"Engineering Crew","","Southampton","Fireman",""
"MAY, Mr Arthur William",59,"Engineering Crew","","Southampton","Fireman Messman",""
"MAYBERY, Mr Frank Hubert",36,"2nd Class Passenger","239059£16","Southampton","Property Developer / Real Estate",""
"MAYO, Mr William Peter",27,"Engineering Crew","","Southampton","Leading Fireman","[177]"
"MAYTUM, Mr Alfred",53,"Victualling Crew","","Belfast","Chief Butcher","[141]"
"MCANDREW, Mr Thomas Patrick",38,"Engineering Crew","","Southampton","Fireman",""
"MCANDREWS, Mr William",23,"Engineering Crew","","Southampton","Fireman",""
"MCCAFFRY, Mr Thomas Francis",46,"1st Class Passenger","13050£75 4s 10d","Southampton","Banker","[292]"
"MCCARTHY, Mr Timothy John",54,"1st Class Passenger","17463£51 17s 3d","Southampton","Buyer","[175]"
"MCCARTY, Mr Frederick James",38,"Victualling Crew","","Southampton","Bedroom Steward (1st Class)",""
"MCCASTLIN, Mr William",28,"Engineering Crew","","Southampton","Fireman",""
"MCCAWLEY, Mr Thomas W.",36,"Victualling Crew","","Belfast","Gymnasium Steward",""
"MCCRAE, Mr Arthur Gordon",32,"2nd Class Passenger","237216£13 10s","Southampton","Engineer","[209]"
"MCCRIE, Mr James Matthew",32,"2nd Class Passenger","233478£13","Southampton","Oil Worker",""
"MCELROY, Mr Hugh Walter",37,"Victualling Crew","","Southampton","Purser","[157]"
"MCEVOY, Mr Michael",20,"3rd Class Passenger","36568£15 10s","Queenstown","Farm Labourer",""
"MCGARVEY, Mr Edward Joseph",34,"Engineering Crew","","Southampton","Fireman",""
"MCGAW, Mr Erroll Victor",30,"Engineering Crew","","Southampton","Fireman",""
"MCGOWAN, Miss Catherine",42,"3rd Class Passenger","9232£7 15s","Queenstown","",""
"MCGRADY, Mr James",27,"Victualling Crew","","Southampton","Saloon Steward","[330]"
"MCINERNEY, Mr Thomas",38,"Engineering Crew","","Southampton","Greaser",""
"MCKANE, Mr Peter Daniel",46,"2nd Class Passenger","28403£26","Southampton","Quarryman",""
"MCMAHON, Mr Martin",19,"3rd Class Passenger","370372£7 15s","Queenstown","Farm Labourer",""
"MCMICKEN, Mr Benjamin Tucker",21,"Victualling Crew","","Belfast","Second Pantry Steward",""
"MCMULLIN, Mr John Richard",36,"Victualling Crew","","Belfast","First class saloon steward",""
"MCMURRAY, Mr William",44,"Victualling Crew","","Belfast","1st Class Bedroom Steward",""
"MCNAMEE, Mr Neal",27,"3rd Class Passenger","376566£16 2s","Southampton","Provision Manager",""
"MCNAMEE, Mrs Eileen",19,"3rd Class Passenger","376566£16 2s","Southampton","","[53]"
"MCNEILL, Miss Bridget",32,"3rd Class Passenger","370368£7 15s","Queenstown","",""
"MCQUILLAN, Mr William",26,"Engineering Crew","","Belfast","Fireman","[183]"
"MCRAE, Mr William Alexander",32,"Engineering Crew","","Southampton","Fireman",""
"MCREYNOLDS, Mr William Thomas Carson",22,"Engineering Crew","","Belfast","Junior 6th. Engineer",""
"MEANWELL, Mrs Marian",62,"3rd Class Passenger","392087£8 1s","Southampton","Milliner",""
"MEEHAN, Mr John",22,"3rd Class Passenger","3130£7 15s","Queenstown","General Labourer",""
"MEEK, Mrs Annie Louisa",32,"3rd Class Passenger","343095£8 1s","Southampton","",""
"MEISNERE, Mr Simon",34,"3rd Class Passenger","2816£8 1s","Southampton","Tailor",""
"MELLOR, Mr Arthur",34,"Victualling Crew","","Southampton","Saloon Steward",""
"MEO (MARTINO), Mr Alfonzo",48,"3rd Class Passenger","11206£8 1s","Southampton","Musician","[201]"
"MERNAGH, Mr Robert",28,"3rd Class Passenger","368703£7 15s","Queenstown","Farm Labourer",""
"MEYER, Mr Edgar Joseph",28,"1st Class Passenger","17604£82 3s 5d","Cherbourg","Mechanical Engineer",""
"MEYER, Mr August",31,"2nd Class Passenger","248723£13","Southampton","Baker",""
"MIDDLETON, Mr Alfred Pirrie",27,"Engineering Crew","","Belfast","Assistant Electrician",""
"MIDDLETON, Mr Mark Victor",24,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"MIHOFF, Mr Stoytcho",28,"3rd Class Passenger","349207£7 17s 11d","Southampton","General Labourer",""
"MILES, Mr Frank",23,"3rd Class Passenger","359306£8 1s","Southampton","Engineer",""
"MILFORD, Mr George",27,"Engineering Crew","","Southampton","Fireman",""
"MILLAR, Mr Robert",26,"Engineering Crew","","Belfast","Extra 5th Engineer",""
"MILLAR, Mr Thomas",32,"Engineering Crew","","Belfast","Deck Engineer",""
"MILLET, Mr Francis Davis",65,"1st Class Passenger","13509£26 11s","Cherbourg","Artist","[249]"
"MILLING, Mr Jacob Christian",48,"2nd Class Passenger","234360£13","Southampton","Machine Inspector","[271]"
"MINAHAN, Dr William Edward",44,"1st Class Passenger","19928£90","Queenstown","Merchant","[230]"
"MINEFF, Mr Ivan",24,"3rd Class Passenger","349233£7 17s 11d","Southampton","General Labourer",""
"MINKOFF, Mr Lazar",21,"3rd Class Passenger","349211£7 17s 11d","Southampton","Potter",""
"MINTRAM, Mr William",46,"Engineering Crew","","Southampton","Fireman",""
"MISH'ALĀNĪ, Mr Ibrāhīm Mansūr",53,"Victualling Crew","","Belfast","Printer Steward",""
"MITCHELL, Mr Henry Michael",71,"2nd Class Passenger","24580£10 10s","Southampton","Retired",""
"MITCHELL, Mr Lorenzo Horace",19,"Engineering Crew","","Southampton","Trimmer",""
"MITKOFF, Mr Mito",23,"3rd Class Passenger","349221£7 17s 11d","Southampton","General Labourer",""
"MOEN, Mr Sigurd Hansen",27,"3rd Class Passenger","348123£7 13s","Southampton","Carpenter / Joiner","[309]"
"MOLSON, Mr Harry Markland",55,"1st Class Passenger","113787£30 10s","Southampton","Businessman",""
"MONRÓS, Sr. Joan Javier",20,"Restaurant Staff","","Southampton","Assistant Waiter","[27]"
"MONTEVERDI, Sig. Giovanni",23,"Restaurant Staff","","Southampton","Cook",""
"MONTVILA, Fr Juozas",27,"2nd Class Passenger","211536£13","Southampton","Priest / Minister",""
"MOODY, Mr James Paul",24,"Deck CrewTitanic Officers","","Belfast","6th. Officer",""
"MOORE, Mr Clarence",47,"1st Class Passenger","113796£42 8s","Southampton","Businessman",""
"MOORE, Mr Leonard Charles",19,"3rd Class Passenger","54510£8 1s","Southampton","Bricklayer",""
"MOORE, Mr Ralph",22,"Engineering Crew","","Southampton","Trimmer",""
"MOORE, Mr Alfred Ernest",38,"Victualling Crew","","Southampton","Saloon Steward, 2nd Class",""
"MOORES, Mr Richard Henry",44,"Engineering Crew","","Southampton","Greaser",""
"MORAN, Mr Daniel J.",28,"3rd Class Passenger","371110£24 3s","Queenstown","Police Officer",""
"MORAWECK, Dr Ernest",54,"2nd Class Passenger","29011£14","Southampton","Doctor",""
"MORGAN, Mr Arthur Herbert",27,"Engineering Crew","","Southampton","Trimmer",""
"MORGAN, Mr Thomas A.",26,"Engineering Crew","","Southampton","Fireman","[302]"
"MORGAN (BIRD), Mr Charles Frederick",44,"Victualling Crew","","Southampton","Storekeeper (1st Class)",""
"MORLEY, Mr Henry Samuel",38,"2nd Class Passenger","250655£26","Southampton","Confectioner",""
"MORLEY, Mr William",34,"3rd Class Passenger","364506£8 1s","Southampton","Carpenter / Joiner",""
"MORRIS, Mr William Edward",23,"Engineering Crew","","Southampton","Trimmer",""
"MORROW, Mr Thomas Rowan",31,"3rd Class Passenger","372622£7 15s","Queenstown","General Labourer",""
"MOSS, Mr William",35,"Victualling Crew","","Belfast","1st Class Saloon Steward",""
"MOUTAL, Mr Rahamin Haim",28,"3rd Class Passenger","374746£8 1s","Southampton","Traveller",""
"MOYES, Mr William Young",24,"Engineering Crew","","Belfast","Senior 6th. Engineer",""
"MUDD, Mr Thomas Cupper",16,"2nd Class Passenger","S.O./P.P 3£10 10s","Southampton","",""
"MÜLLER, Mr Ludwig",37,"Victualling Crew","","Southampton","Interpreter Steward (3rd Class)",""
"MULLIN, Miss Mary",18,"3rd Class Passenger","370371£15 10s","Queenstown","",""
"MULLIN, Mr Thomas",20,"Victualling Crew","","Southampton","3rd Class Steward","[323]"
"MURDLIN, Mr Joseph",22,"3rd Class Passenger","3235£8 1s","Southampton","Chemist",""
"MURDOCH, Mr William McMaster",39,"Deck CrewTitanic Officers","","Belfast","1st. Officer",""
"MYHRMAN, Mr Pehr Fabian Oliver Malkolm",18,"3rd Class Passenger","347078£7 15s","Southampton","Clerk",""
"MYLES, Mr Thomas Francis",63,"2nd Class Passenger","240276£9 13s 9d","Queenstown","Gentleman",""
"NAIDENOFF, Mr Penko",22,"3rd Class Passenger","349206£7 17s 11d","Southampton","General Labourer",""
"NAKHLI, Mr Toufik",17,"3rd Class Passenger","2641£7 4s 7d","Cherbourg","",""
"NANCARROW, Mr William Henry",36,"3rd Class Passenger","3338£8 1s","Southampton","Mason",""
"NANKOFF, Mr Minko",32,"3rd Class Passenger","349218£7 17s 11d","Southampton","General Labourer",""
"NANNINI, Sig. Francesco Luigi Arcangelo",42,"Restaurant Staff","","Southampton","Head Waiter (Restaurant)",""
"NASR 'ALMĀ, Mr Mustafà",20,"3rd Class Passenger","2652£7 4s 7d","Cherbourg","Farm Labourer",""
"NAṢR ALLĀH, Mr Niqūlā Khalīl",29,"2nd Class Passenger","237736£30 1s 5d","Cherbourg","","[43]"
"NASR-RIZQ, Mr Su'ādah Ḥannā",20,"3rd Class Passenger","2676£7 4s 6d","Cherbourg","",""
"NATSCH, Mr Charles",36,"1st Class Passenger","17596£29 14s","Cherbourg","",""
"NAUGHTON, Miss Hannah",21,"3rd Class Passenger","365237£7 15s","Queenstown","Teacher",""
"NAVRATIL, Mr Michel",31,"2nd Class Passenger","230080£26","Southampton","","[15]"
"NENKOV, Mr Hristo",22,"3rd Class Passenger","349234£7 17s 11d","Southampton","General Labourer",""
"NESSON, Mr Israel",26,"2nd Class Passenger","244368£13","Southampton","Electrician",""
"NETTLETON, Mr George Walter",30,"Engineering Crew","","Southampton","Fireman",""
"NEWELL, Mr Arthur Webster",58,"1st Class Passenger","35273£113 5s 6d","Cherbourg","","[122]"
"NEWMAN, Mr Charles Thomas",32,"Engineering Crew","","Southampton","Assistant Storekeeper",""
"NICHOLLS, Mr Joseph Charles",19,"2nd Class Passenger","33112£36 15s","Southampton","Miner","[101]"
"NICHOLLS, Mr Sidney",39,"Victualling Crew","","Southampton","Saloon Steward",""
"NICHOLS, Mr Albert William Stanley",47,"Deck Crew","","Belfast","Boatswain",""
"NICHOLS, Mr Arthur",45,"Victualling Crew","","Southampton","Steward",""
"NICHOLSON, Mr Arthur Ernest",59,"1st Class Passenger","693£26","Southampton","","[263]"
"NIEMINEN, Miss Manta Josefina",29,"3rd Class Passenger","3101297£7 18s 6d","Southampton","Servant",""
"NIKLASSON, Mr Samuel",28,"3rd Class Passenger","363611£8 1s","Southampton","General Labourer",""
"NILSSON, Mr August Ferdinand",21,"3rd Class Passenger","350410£7 17s 1d","Southampton","General Labourer",""
"NIVEN, Mr John Brown",30,"Engineering Crew","","Southampton","Fireman",""
"NOFAL, Mr Mansouer",20,"3rd Class Passenger","2697£7 4s 7d","Cherbourg","Journalist","[181]"
"NOON, Mr John Thomas",42,"Engineering Crew","","Southampton","Fireman",""
"NORMAN, Mr Robert Douglas",27,"2nd Class Passenger","218629£13 10s","Southampton","Electrical Engineer","[287]"
"NORRIS, Mr James",22,"Engineering Crew","","Southampton","Fireman",""
"NOSS, Mr Bertram Arthur",20,"Engineering Crew","","Southampton","Fireman",""
"NOSWORTHY, Mr Richard Cater",21,"3rd Class Passenger","39886£7 16s","Southampton","Farm Labourer",""
"NYSVEEN, Mr Johannes Hansen",60,"3rd Class Passenger","345364£6 4s 9d","Southampton","Farmer",""
"O'BRIEN, Mr Denis",22,"3rd Class Passenger","330979£7 16s 7d","Queenstown","Postal Clerk / Postman",""
"O'BRIEN, Mr Thomas",26,"3rd Class Passenger","370365£15 10s","Queenstown","Farm Labourer",""
"O'CONNELL, Mr Patrick Denis",18,"3rd Class Passenger","334912£7 14s 8d","Queenstown","General Labourer",""
"O'CONNOR, Mr Maurice",15,"3rd Class Passenger","371060£7 15s","Queenstown","General Labourer",""
"O'CONNOR, Mr Patrick",23,"3rd Class Passenger","366713£7 15s","Queenstown","Farmer",""
"O'CONNOR, Mr Thomas Peter",44,"Victualling Crew","","Belfast","1st Class Bedroom Steward",""
"O'KEEFE, Mr Arthur",44,"3rd Class Passenger","323592£7 5s","Southampton","Farmer","A [332]"
"O'LOUGHLIN, Dr William Francis Norman",62,"Deck Crew","","Belfast","Surgeon",""
"O'SULLIVAN, Miss Bridget Mary",21,"3rd Class Passenger","330909£7 12s 7d","Queenstown","",""
"ÖDAHL, Mr Nils Martin",23,"3rd Class Passenger","7267£9 4s 6d","Southampton","General Labourer",""
"OLIVE, Mr Charles",31,"Engineering Crew","","Southampton","Greaser",""
"OLIVE, Mr Ernest Roskelly",27,"Victualling Crew","","Southampton","Clothes Presser Steward (1st class)",""
"OLSEN, Mr Karl Siegwart Andreas",42,"3rd Class Passenger","4579£8 8s 1d","Southampton","Engineer",""
"OLSEN, Mr Henry Margido",28,"3rd Class Passenger","4001£22 10s 6d","Southampton","Engineer","[173]"
"OLSEN, Mr Ole Martin",27,"3rd Class Passenger","265302£7 6s 3d","Southampton","General Labourer",""
"OLSSON, Mr Nils Johan Göransson",28,"3rd Class Passenger","347464£7 17s 1d","Southampton","",""
"OLSSON, Miss Elida",31,"3rd Class Passenger","350407£7 17s 1d","Southampton","",""
"OLSVIGEN, Mr Thor Anderson",20,"3rd Class Passenger","6563£9 4s 6d","Southampton","Salesman","[89]"
"OREŠKOVIĆ, Mr Luka",20,"3rd Class Passenger","315094£8 13s 3d","Southampton","Farmer",""
"OREŠKOVIĆ, Miss Jelka",30,"3rd Class Passenger","315085£8 13s 3d","Southampton","Farmer",""
"OREŠKOVIĆ, Miss Marija",19,"3rd Class Passenger","315096£8 13s 3d","Southampton","Farm Labourer",""
"ORPET, Mr Walter Hayward",31,"Victualling Crew","","Southampton","Saloon Steward",""
"ORR, Mr James",39,"Victualling Crew","","Southampton","Assistant Vegetable Cook",""
"OSBORNE, Mr William Edward",33,"Victualling Crew","","Belfast","Saloon Steward",""
"OSÉN, Mr Olaf Elon",16,"3rd Class Passenger","7534£9 4s 4d","Southampton","Farm Labourer",""
"OTTER, Mr Richard",38,"2nd Class Passenger","28213£13","Southampton","Stone Cutter",""
"OVIÉS Y RODRÍGUEZ, Mr Servando José Florentino",36,"1st Class Passenger","17562£27 14s 5d","Cherbourg","Merchant","[189]"
"OWEN, Mr Lewis",49,"Victualling Crew","","Southampton","Assistant Saloon Steward, 2nd Class",""
"PACEY, Mr Reginald lvan",17,"Victualling Crew","","Southampton","Lift Steward",""
"PACHERA, Sig. Jean Baptiste Stanislas",19,"Restaurant Staff","","Southampton","Assistant Larder Cook",""
"PAICE, Mr Richard Charles John",32,"Engineering Crew","","Southampton","Fireman",""
"PAIN, Dr Alfred",23,"2nd Class Passenger","244278£10 10s","Southampton","Doctor",""
"PAINTER, Mr Charles",32,"Engineering Crew","","Southampton","Fireman",""
"PAINTER, Mr Frank",28,"Engineering Crew","","Southampton","Fireman",""
"PAINTIN, Mr James Arthur",29,"Victualling Crew","","Southampton","Captain's Steward (Tiger)",""
"PALLES, Mr Thomas Henry Michael",45,"Engineering Crew","","Belfast","Greaser",""
"PÅLSSON, Mrs Alma Cornelia",29,"3rd Class Passenger","349909£21 1s 6d","Southampton","Housewife","[206]"
"PÅLSSON, Master Gösta Leonard",2,"3rd Class Passenger","349909£21 1s 6d","Southampton","",""
"PÅLSSON, Master Paul Folke",6,"3rd Class Passenger","349909£21 1s 6d","Southampton","",""
"PÅLSSON, Miss Stina Viola",3,"3rd Class Passenger","349909£21 1s 6d","Southampton","",""
"PÅLSSON, Miss Torborg Danira",8,"3rd Class Passenger","349909£21 1s 6d","Southampton","",""
"PANULA, Mrs Maija Emelia Abrahamintytar",41,"3rd Class Passenger","3101295£39 13s 9d","Southampton","",""
"PANULA, Master Jaako Arnold",15,"3rd Class Passenger","3101295£39 13s 9d","Southampton","General Labourer",""
"PANULA, Mr Ernesti Arvid",16,"3rd Class Passenger","3101295£39 13s 9d","Southampton","General Labourer",""
"PANULA, Master Juha Niilo",7,"3rd Class Passenger","3101295£39 13s 9d","Southampton","",""
"PANULA, Master Urho Abraham",2,"3rd Class Passenger","3101295£39 13s 9d","Southampton","",""
"PANULA, Master Eino Viljam",1,"3rd Class Passenger","3101295£39 13s 9d","Southampton","",""
"PARKER, Mr Clifford Richard",17,"2nd Class Passenger","14888£10 10s","Southampton","Clerk",""
"PARKES, Mr Francis",21,"2nd Class PassengerH&W Guarantee Group",239853,"Belfast","Plumber",""
"PARR, Mr William Henry Marsh",29,"1st Class PassengerH&W Guarantee Group",112052,"Belfast","Electrician",""
"PARSONS, Mr Frank Alfred",26,"Engineering Crew","","Belfast","Senior 5th. Engineer",""
"PARSONS, Mr Edward",37,"Victualling Crew","","Southampton","Chief Storekeeper (1st Class)",""
"PARSONS, Mr Richard Henry",18,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"PARTNER, Mr Austin",40,"1st Class Passenger","113043£28 10s","Southampton","Stockbroker","[166]"
"PASIC, Mr Jakob",21,"3rd Class Passenger","315097£8 13s 3d","Southampton","Farmer",""
"PATCHETT, Mr George",18,"3rd Class Passenger","358585£14 10s","Southampton","Shoemaker",""
"PAVLOVIĆ, Mr Stefo",32,"3rd Class Passenger","349242£7 17s 11d","Southampton","General Labourer",""
"PAYNE, Mr Vivian Ponsonby",23,"1st Class PassengerServant","12749£93 10s","Southampton","Clerk",""
"PEACOCK, Mrs Edith",26,"3rd Class Passenger","3101315£13 15s 6d","Southampton","",""
"PEACOCK, Master Albert Edward","7m","3rd Class Passenger","3101315£13 15s 6d","Southampton","",""
"PEACOCK, Miss Treasteall",4,"3rd Class Passenger","3101315£13 15s 6d","Southampton","",""
"PEARCE, Mr Ernest",31,"3rd Class Passenger","343271£7","Southampton","Farmer",""
"PEARCE, Mr Alfred Ernest",24,"Victualling Crew","","Southampton","Steward",""
"PEARS, Mr Thomas",29,"1st Class Passenger","113776£66 12s","Southampton","Of Independent Means",""
"PEDERSEN, Mr Olaf",28,"3rd Class Passenger","345498£7 15s 6d","Southampton","General Labourer",""
"PEDRINI, Sig. Alessandro",21,"Restaurant Staff","","Southampton","Assistant Waiter","[104]"
"PEDUZZI, Mr Joseph",24,"3rd Class Passenger","2817£8 1s","Southampton","Waiter",""
"PEKONIEMI, Mr Edvard",21,"3rd Class Passenger","3101294£7 18s 6d","Southampton","General Labourer",""
"PELTOMÄKI, Mr Nikolai Johannes",25,"3rd Class Passenger","3101291£7 18s 6d","Southampton","General Labourer",""
"PEÑASCO Y CASTELLANA, Mr Victor",24,"1st Class Passenger","17758£108 18s","Cherbourg","Of Independent Means",""
"PENGELLY, Mr Frederick William",19,"2nd Class Passenger","28665£10 10s","Southampton","Miner",""
"PENNAL, Mr Thomas Frederick Cohen",34,"Victualling Crew","","Southampton","Bathroom Steward (1st Class)",""
"PENNY, Mr William Farr",31,"Victualling Crew","","Southampton","Assistant Saloon Steward (2nd Class)",""
"PENROSE, Mr John Poole",49,"Victualling Crew","","Belfast","Bedroom Steward (1st Class)",""
"PERACCHIO, Sig. Alberto",20,"Restaurant Staff","","Southampton","Assistant Waiter",""
"PERACCHIO, Sig. Sebastiano",17,"Restaurant Staff","","Southampton","Assistant Waiter",""
"PERKIN, Mr John Henry",23,"3rd Class Passenger","21174£7 5s","Southampton","Farmer",""
"PERKINS, Mr Laurence Alexander",22,"Victualling Crew","","Southampton","Telephone Operator Steward",""
"PERNOT, Mr René",39,"2nd Class PassengerServant","2131£15 1s","Cherbourg","Chauffeur",""
"PEROTTI, Mr Alfonso",20,"Restaurant Staff","","Southampton","Assistant Waiter",""
"PERREN, Mr William Charles",47,"Victualling Crew","","Southampton","Boots Steward (2nd class)",""
"PERRITON, Mr Hubert Prouse",32,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"PERRY, Mr Henry Frederick",23,"Engineering Crew","","Southampton","Trimmer",""
"PERUSCHITZ, Fr Josef",41,"2nd Class Passenger","237393£13","Southampton","Priest / Minister",""
"PETERANEC KRAMARIĆ, Mrs Mathilda",28,"3rd Class Passenger","349245£7 17s 11d","Southampton","Servant",""
"PETERS, Miss Catherine",27,"3rd Class Passenger","330935£8 2s 9d","Queenstown","",""
"PETERSEN, Mr Marius",24,"3rd Class Passenger","342441£8 1s","Southampton","Dairy Worker",""
"PETROFF, Mr Nedialco",19,"3rd Class Passenger","349212£7 17s 11d","Southampton","Potter",""
"PETROFF, Mr Pastcho",29,"3rd Class Passenger","349215£7 17s 11d","Southampton","General Labourer",""
"PETTERSSON, Mr Johan Emil",25,"3rd Class Passenger","347076£7 15s 6d","Southampton","General Labourer",""
"PETTERSSON, Miss Elin Natalia",18,"3rd Class Passenger","347087£7 15s 6d","Southampton","",""
"PETTY, Mr Edwin Henry",25,"Victualling Crew","","Southampton","Bedroom Steward (2nd class)","[82]"
"PHILLIPS, Mr Escott Robert",43,"2nd Class Passenger","2£21","Southampton","",""
"PHILLIPS, Mr George",27,"Engineering Crew","","Southampton","Greaser",""
"PHILLIPS, Mr John George",25,"Victualling Crew","","Belfast","Telegraphist",""
"PHILLIPS, Mr Walter John",36,"Restaurant Staff","","Southampton","Storekeeper",""
"PIATTI, Sig. Louis",17,"Restaurant Staff","","Southampton","Assistant Waiter",""
"PIAZZA, Sig. Pompeo Gaspro",33,"Restaurant Staff","","Southampton","Waiter","[266]"
"PITFIELD, Mr William James",25,"Engineering Crew","","Southampton","Greaser",""
"PLATT, Mr Wilfred George",17,"Victualling Crew","","Southampton","Scullion",""
"PLOTCHARSKY, Mr Vasil",27,"3rd Class Passenger","349227£7 17s 11d","Southampton","General Labourer",""
"POCRNIĆ, Mr Mate",17,"3rd Class Passenger","315095£8 13s 3d","Southampton","",""
"POCRNIĆ, Mr Tome",24,"3rd Class Passenger","315092£8 13s 3d","Southampton","",""
"POGGI, Sig. Emilio",28,"Restaurant Staff","","Southampton","Waiter","[301]"
"POND, Mr George",32,"Engineering Crew","","Southampton","Fireman",""
"PONESELL, Mr Martin",24,"2nd Class Passenger","250647£13","Southampton","",""
"POOK, Mr Percy Robert",36,"Victualling Crew","","Southampton","Assistant pantry steward",""
"PORTER, Mr Walter Chamberlain",46,"1st Class Passenger","110465£52","Southampton","","[207]"
"PORTEUS, Mr Thomas Henry",33,"Victualling Crew","","Southampton","Assistant Butcher",""
"PRESTON, Mr Thomas Charles Alfred",20,"Engineering Crew","","Southampton","Trimmer",""
"PRICE, Mr Ernest Cyril",17,"Restaurant Staff","","Southampton","Barman","[186]"
"PRIDEAUX, Mr John Arthur (Jack)",23,"Victualling Crew","","Southampton","3rd Class Steward",""
"PROCTOR, Mr Charles",45,"Victualling Crew","","Belfast","Chef",""
"PROUDFOOT, Mr Richard Royston",21,"Engineering Crew","","Southampton","Trimmer",""
"PRYCE, Mr Charles William",22,"Victualling Crew","","Southampton","Saloon Steward (1st class)",""
"PUGH, Mr Arthur Percy",31,"Engineering Crew","","Southampton","Leading Fireman",""
"PULBAUM, Mr Franz",27,"2nd Class Passenger","2168£15 8d","Cherbourg","",""
"PULNER, Mr Uscher",16,"3rd Class Passenger","3411£8 14s 3d","Cherbourg","",""
"PUZEY, Mr John Edward",44,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"RADEFF, Mr Alexander",27,"3rd Class Passenger","349223£7 17s 11d","Southampton","General Labourer",""
"RAFŪL-BŪLUS, Mr Bākhūs",21,"3rd Class Passenger","2679£7 4s 6d","Cherbourg","Farm Labourer",""
"RANDALL, Mr Frank Henry",29,"Victualling Crew","","Southampton","Saloon Steward (2nd class)",""
"RANSOM, Mr James",49,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"RATTENBURY, Mr William Henry",38,"Victualling Crew","","Belfast","Boots steward (1st class)",""
"RATTI, Sig. Enrico",21,"Restaurant Staff","","Southampton","Waiter",""
"READ, Mr Joseph",20,"Engineering Crew","","Southampton","Trimmer",""
"REED, Mr James George",18,"3rd Class Passenger","362316£7 5s","Southampton","Butcher",""
"REED, Mr Thomas Charles Prowse",54,"Victualling Crew","","Southampton","Bed Room Steward",""
"REEVES, Mr David",36,"2nd Class Passenger","17248£10 10s","Southampton","Carpenter / Joiner",""
"REEVES, Mr Frederick Simms",34,"Engineering Crew","","Southampton","Fireman","[280]"
"REEVES, Mr Frederick Vernon Hilton",20,"Victualling Crew","","Belfast","Assistant Pantryman Steward",""
"REID, Mr Robert Thomas",31,"Engineering Crew","","Southampton","Trimmer",""
"REKIĆ, Mr Tido (Ejdo)",38,"3rd Class Passenger","349249£7 17s 11d","Southampton","General Labourer",""
"RENOUF, Mr Peter Henry",33,"2nd Class Passenger","31027£21","Southampton","Carpenter / Joiner",""
"RENTOWL, Mr Philip Charles Thomas",26,"Engineering Crew","","Southampton","Fireman",""
"REUCHLIN, Jonkh Johan George",37,"1st Class Passenger",19972,"Cherbourg","",""
"REVELL, Mr William James Francis",31,"Victualling Crew","","Belfast","Saloon Steward (1st class)",""
"REYNOLDS, Mr Harold",21,"3rd Class Passenger","342684£8 1s","Southampton","Baker","[327]"
"RICALDONE, Mr Rinaldo Renato",22,"Restaurant Staff","","Southampton","Assistant Waiter",""
"RICE, Mrs Margaret",39,"3rd Class Passenger","382652£29 2s 6d","Queenstown","Housekeeper","[12]"
"RICE, Master Albert",10,"3rd Class Passenger","382652£29 2s 6d","Queenstown","",""
"RICE, Master George",8,"3rd Class Passenger","382652£29 2s 6d","Queenstown","",""
"RICE, Master Eric",6,"3rd Class Passenger","382652£29 2s 6d","Queenstown","",""
"RICE, Master Arthur",4,"3rd Class Passenger","382652£29 2s 6d","Queenstown","",""
"RICE, Master Francis",2,"3rd Class Passenger","382652£29 2s 6d","Queenstown","",""
"RICE, Mr John Reginald",25,"Victualling Crew","","Southampton","1st Class Clerk","[64]"
"RICE, Mr Percy",19,"Victualling Crew","","Southampton","3rd Class Steward",""
"RICHARD, Mr Emile Phillippe",23,"2nd Class Passenger","2133£15 11d","Cherbourg","",""
"RICHARDS, Mr Joseph James",30,"Engineering Crew","","Southampton","Fireman",""
"RICKMAN, Mr George Albert",36,"Engineering Crew","","Southampton","Fireman",""
"RICKS, Mr Cyril Gordon",22,"Victualling Crew","","Southampton","Storekeeper","[100]"
"RIDOUT, Mr Walter George",29,"Victualling Crew","","Southampton","Second Class Saloon Steward",""
"RIGHINI, Mr Sante",28,"1st Class PassengerServant","17760£135 12s 8d","Cherbourg","Servant","[232]"
"RIGOZZI, Mr Abele",22,"Restaurant Staff","","Southampton","Assistant Waiter","[115]"
"RIIHIVUORI, Miss Susanna Juhantytär",22,"3rd Class Passenger","3101295£39 13s 9d","Southampton","",""
