id,Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
332,"ČULUMOVIĆ, Mr Jeso",17,3rd Class Passenger,315090£8 13s 3d,Southampton,,
333,"CUMINGS, Mr John Bradley",39,1st Class Passenger,17599£71 5s 8d,Cherbourg,,
334,"CUNNINGHAM, Mr Alfred Fleming",21,2nd Class PassengerH&W Guarantee Group,239853,Belfast,Fitter,
335,"CUNNINGHAM, Mr Bernard",35,Engineering Crew,,Southampton,Fireman,
336,"CURTIS, Mr Arthur",26,Engineering Crew,,Southampton,Fireman,
337,"DĀHIR, Mr Ṭannūs",28,3rd Class Passenger,2686£7 4s 7d,Cherbourg,,
338,"DAHLBERG, Miss Gerda Ulrika",22,3rd Class Passenger,7552£10 10s 4d,Southampton,,
339,"DAKIĆ, Mr Branko",19,3rd Class Passenger,349228£10 3s 5d,Southampton,General Labourer,
340,"DANBOM, Mr Ernst Gilbert",34,3rd Class Passenger,347080£14 8s,Southampton,General Labourer,[197]
341,"DANBOM, Mrs Anna Sigrid Maria",28,3rd Class Passenger,347080£14 8s,Southampton,,
342,"DANBOM, Master Gilbert Sigvard Emanuel",4m,3rd Class Passenger,347080£14 8s,Southampton,,
343,"DASHWOOD, Mr William George",18,Victualling Crew,,Southampton,Saloon Steward (2nd class),[83]
344,"DAVIDSON, Mr Thornton",31,1st Class Passenger,12750£52,Cherbourg,,
345,"DAVIES, Mr Charles Henry",19,2nd Class Passenger,14879£73 10s,Southampton,,
346,"DAVIES, Mr Evan Lewis",22,3rd Class Passenger,23568£8 1s,Southampton,Miner,
347,"DAVIES, Mr Alfred James",24,3rd Class Passenger,48871£24 3s,Southampton,Caster,
348,"DAVIES, Mr John",22,3rd Class Passenger,48871£24 3s,Southampton,Ironworker,
349,"DAVIES, Mr Joseph",17,3rd Class Passenger,48873£8 1s,Southampton,Ironworker,
350,"DAVIES, Mr Thomas",33,Engineering Crew,,Southampton,Leading Fireman,
351,"DAVIES, Mr Gordon Raleigh",32,Victualling Crew,,Belfast,1st Class Bedroom Steward,
352,"DAVIES, Mr Robert J.",26,Victualling Crew,,Belfast,Saloon Steward,[191]
353,"DAVIS, Mr Stephen James",39,Deck Crew,,Southampton,Able Seaman,
354,"DAVIS, Mr John",27,Victualling Crew,,Belfast,Extra 2nd Baker,[200]
355,"DAVISON, Mr Thomas Henry",32,3rd Class Passenger,386525£16 2s,Southampton,Blacksmith,
356,"DAWSON, Mr Joseph",23,Engineering Crew,,Southampton,Trimmer,[227]
357,"DE MARSICO, Sig. Govanni",20,Restaurant Staff,,Southampton,Assistant Waiter,
358,"DE PELSMAEKER, Mr Alfons",16,3rd Class Passenger,345778£9 10s,Southampton,Farm Labourer,
359,"DEACON, Mr Percy William",17,2nd Class Passenger,14879£73 10s,Southampton,Baker,
360,"DEAN, Mr Bertram Frank",25,3rd Class Passenger,2315£20 11s 6d,Southampton,Farmer,
361,"DEAN, Mr George Fox Hopkins",19,Victualling Crew,,Southampton,Assistant Saloon Steward,[252]
362,"DEBREUCQ, Mr Maurice Emile Victor",18,Restaurant Staff,,Southampton,Assistant Waiter,[244]
363,"DEEBLE, Mr Alfred Arnold",34,Victualling Crew,,Belfast,Saloon Steward (1st class),[270]
364,"DEL CARLO, Mr Sebastiano",29,2nd Class Passenger,2167£27 14s 5d,Cherbourg,,[295]
365,"DELALIĆ, Mr Redžo",25,3rd Class Passenger,349250£7 17s 11d,Southampton,General Labourer,
366,"DENBUOY, Mr Albert Joseph",25,2nd Class Passenger,31029£31 10s,Southampton,Fruit Farmer,
367,"DENKOV, Mr Mityu",30,3rd Class Passenger,349225£7 17s 11d,Southampton,General Labourer,
368,"DENNIS, Mr Samuel",22,3rd Class Passenger,21172£7 5s,Southampton,Farmer,
369,"DENNIS, Mr William",26,3rd Class Passenger,21175£7 5s,Southampton,Farmer,
370,"DENOV, Mr Yoto",27,3rd Class Passenger,349219£7 17s 11d,Southampton,General Labourer,
371,"DERRETT, Mr Arthur Henry",28,Victualling Crew,,Belfast,Saloon Steward (1st class),
372,"DESLANDES, Mr Percival Stainer",37,Victualling Crew,,Southampton,Saloon Steward,[212]
373,"DESVERNINE, Mr Louis Gabriel",20,Restaurant Staff,,Southampton,Assistant Pastry Cook,
374,"DIBDEN, Mr William",18,2nd Class Passenger,14879£73 10s,Southampton,General Labourer,
375,"DĪBŪ, Mr Ilyās",29,3rd Class Passenger,2674£7 4s 6d,Cherbourg,General Labourer,
376,"DICKSON, Mr William",37,Engineering CrewSubstitute Crew,,Southampton,Trimmer,
377,"DIKA, Mr Mirko",17,3rd Class Passenger,349232£7 17s 11d,Southampton,,
378,"DIMIĆ, Mr Jovan",42,3rd Class Passenger,315088£8 13s 3d,Southampton,,
379,"DINCHEV, Mr Vulcho",43,3rd Class Passenger,349226£7 17s 11d,Southampton,,
380,"DINENAGE, Mr James Richard",49,Victualling Crew,,Southampton,Saloon Steward (1st class),
381,"DODD, Mr Edward Charles",39,Engineering Crew,,Belfast,Junior 3rd. Engineer,
382,"DODD, Mr George Charles",44,Victualling Crew,,Belfast,"Second Steward, 1st Class",
383,"DODDS, Mr Henry Watson",26,Engineering CrewSubstitute Crew,,Southampton,Junior Assistant 4th Engineer,
384,"DOHERTY, Mr William John",22,3rd Class Passenger,330877£8 9s 2d,Queenstown,,
385,"DOLBY, Mr Joseph",38,Victualling Crew,,Belfast,Reception Steward (1st Class),
386,"DONATI, Sig. Italo Francesco",17,Restaurant Staff,,Southampton,Assistant Waiter,[311]
387,"DONOGHUE, Mr Florence Thomas",31,Victualling Crew,,Belfast,Bed Room Steward,
388,"DONOHOE, Miss Bridget",21,3rd Class Passenger,364856£7 15s,Queenstown,,
389,"DOOLEY, Mr Patrick",37,3rd Class Passenger,370376£7 15s,Queenstown,General Labourer,
390,"DORNIER, Mr Louis Auguste",20,Restaurant Staff,,Southampton,Assistant Fish Cook,
391,"DOUGHTY, Mr Walter Thomas",22,Victualling Crew,,Southampton,Saloon Steward (2nd class),
392,"DOUGLAS, Mr Walter Donald",50,1st Class Passenger,17761£106 8s 6d,Cherbourg,,[62]
393,"DOUTON, Mr William Joseph",55,2nd Class Passenger,28403£26,Southampton,Quarryman,
394,"DOYLE, Miss Elizabeth",28,3rd Class Passenger,368702£7 15s,Queenstown,,
395,"DOYLE, Mr Laurence",27,Engineering Crew,,Southampton,Fireman,
396,"DRAŽENOVIĆ, Mr Jozef",33,3rd Class Passenger,349241£7 17s 11d,Cherbourg,General Labourer,[51]
397,"DREW, Mr James Vivian",42,2nd Class Passenger,28220£32 10s,Southampton,,
398,"DUFFY, Mr William Luke",36,Engineering Crew,,Belfast,Writer / Engineer's Clerk,
399,"DULLES, Mr William Crothers",39,1st Class Passenger,17580£29 14s,Cherbourg,,[133]
400,"DUNFORD, Mr William",48,Victualling Crew,,Southampton,Hospital Steward,[71]
401,"DWAN, Mr Frank",65,3rd Class Passenger,336439£7 15s,Queenstown,Fisherman,
402,"DYER, Mr Henry Ryland",24,Engineering Crew,,Belfast,Senior Assistant 4th. Engineer,
403,"DYER, Mr William Henry",33,Victualling Crew,,Southampton,Saloon Steward (1st class),
404,"DYKER, Mr Adolf Fredrik",23,3rd Class Passenger,347072£13 18s,Southampton,General Labourer,
405,"EAGLE, Mr Alfred James Jacob",27,Engineering Crew,,Southampton,Trimmer,
406,"EASTMAN, Mr Charles",44,Engineering Crew,,Southampton,Greaser,
407,"EDBROOKE, Mr Francis Samuel Jacob",23,Victualling Crew,,Southampton,Third class steward,
408,"EDE, Mr George Bulkeley",23,Victualling Crew,,Southampton,3rd Class Steward,
409,"EDGE, Mr Frederick William",39,Victualling Crew,,Southampton,Deck Steward (2nd class),
410,"EDVARDSSON, Mr Gustaf Hjalmar",18,3rd Class Passenger,349912£7 15s 6d,Southampton,General Labourer,
411,"EDWARDS, Mr Charles Essex",49,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),
412,"EGG, Mr William Henry",48,Victualling Crew,,Southampton,Third class steward,
413,"EITEMILLER, Mr George Floyd",25,2nd Class Passenger,29751£13,Southampton,,
414,"EKLUND, Mr Hans Linus",16,3rd Class Passenger,347074£7 15s 6d,Southampton,General Labourer,
415,"EKSTRÖM, Mr Johan",45,3rd Class Passenger,347061£6 19s 6d,Southampton,General Labourer,
416,"ELIAS, Mr Joseph jr.",15,3rd Class Passenger,2690£7 4s 7d,Cherbourg,General Labourer,
417,"ELIAS, Mr Joseph",39,3rd Class Passenger,2675£7 4s 7d,Cherbourg,,
418,"ELIAS NASRALLAH, Mr Tannous",22,3rd Class Passenger,2695£7 4s 7d,Cherbourg,General Labourer,
419,"ELLIOTT, Mr Everett Edward",23,Engineering Crew,,Southampton,Trimmer,[317]
420,"ELSBURY, Mr William James",48,3rd Class Passenger,3902£7 5s,Southampton,Farmer,
421,"ENANDER, Mr Ingvar",21,2nd Class Passenger,236854£13,Southampton,,
422,"ENNIS, Mr Walter",34,Victualling Crew,,Southampton,Turkish Bath Attendant,
423,"ERVINE, Mr Albert George",18,Engineering Crew,,Belfast,Assistant Electrician,
424,"ESTANISLAU, Mr Manuel Gonçalves",37,3rd Class Passenger,3101306£7 1s,Southampton,General Labourer,
425,"EVANS, Miss Edith Corse",36,1st Class Passenger,17531£31 13s 7d,Cherbourg,,
426,"EVANS, Mr William Thomas",33,Engineering Crew,,Southampton,Trimmer,[31]
427,"EVANS, Mr George Richard",27,Victualling Crew,,Belfast,Saloon Steward (1st class),
428,"EVERETT, Mr Thomas James",37,3rd Class Passenger,6212£15 2s,Southampton,Crane Operator,[187]
429,"FAHLSTRØM, Mr Arne Joma",18,2nd Class Passenger,236171£13,Southampton,,
430,"FAIRALL, Mr Henry Charles",40,Victualling Crew,,Belfast,Saloon Steward (1st class),
431,"FARDON, Mr Charles Richard",46,3rd Class Passenger,3101314£7 5s,Southampton,Carpenter / Joiner,
432,"FARENDEN, Mr Ernest John",22,Victualling Crew,,Belfast,Confectioner,
433,"FARQUHARSON, Mr William Edward",39,Engineering Crew,,Belfast,Senior 2nd. Engineer,
434,"FARRELL, Mr James",26,3rd Class Passenger,367232£7 15s,Queenstown,Farm Labourer,[68]
435,"FARTHING, Mr John",48,1st Class PassengerServant,17483£221 15s 7d,Southampton,Servant,
436,"FAUNTHORPE, Mr Harry Bartram",31,2nd Class Passenger,2926£26,Southampton,,[286]
437,"FAY, Mr Thomas Joseph",30,Engineering Crew,,Southampton,Greaser,
438,"FEI, Sig. Carlo",19,Restaurant Staff,,Southampton,Scullion,
439,"FELLOWES, Mr Alfred James",28,Victualling Crew,,Belfast,Assistant boots steward (1st class),[138]
440,"FELTHAM, Mr George William",41,Victualling Crew,,Southampton,Vienna Baker,
441,"FERRARY, Mr Anton",33,Engineering Crew,,Southampton,Trimmer,
442,"FERRIS, Mr William",39,Engineering Crew,,Southampton,Leading Fireman,
443,"FILLBROOK, Mr Joseph Charles",18,2nd Class Passenger,15185£10 10s,Southampton,Painter & Decorator,
444,"FINCH, Mr Henry Herman",18,Victualling Crew,,Southampton,Steward (3rd Class),
445,"FIORAVANTE, Sig. Giuseppe Bertoldo",23,Restaurant Staff,,Southampton,Assistant Scullion,
446,"FISCHER, Mr Eberhard Thelander",18,3rd Class Passenger,350036£7 15s 11d,Southampton,,
447,"FITZPATRICK, Mr Hugh Joseph",29,Engineering Crew,,Belfast,Junior Boilermaker,
448,"FLEMING, Miss Honor",22,3rd Class Passenger,364859£7 15s,Queenstown,,
449,"FLETCHER, Mr Percy William",25,Victualling Crew,,Belfast,Bugler Steward,
450,"FLYNN, Mr James",28,3rd Class Passenger,364851£7 15s,Queenstown,General Labourer,
451,"FLYNN, Mr John",48,3rd Class Passenger,368323£6 19s,Queenstown,Farm Labourer,
452,"FOLEY, Mr Joseph",19,3rd Class Passenger,330910£7 17s 7d,Queenstown,Farm Labourer,
453,"FOLEY, Mr William",20,3rd Class Passenger,365235£7 15s,Queenstown,Farm Labourer,
454,"FORD, Mr Arthur",23,3rd Class Passenger,1478£8 1s,Southampton,Carpenter / Joiner,
455,"FORD, Mrs Margaret Ann Watson",54,3rd Class Passenger,6608£34 7s 6d,Southampton,Farmer,
456,"FORD, Miss Dollina Margaret",20,3rd Class Passenger,6608£34 7s 6d,Southampton,Servant,
457,"FORD, Mr Edward Watson",18,3rd Class Passenger,6608£34 7s 6d,Southampton,Blacksmith,
458,"FORD, Mr William Neal Thomas",14,3rd Class Passenger,6608£34 7s 6d,Southampton,Messenger,
459,"FORD, Miss Robina Maggie",7,3rd Class Passenger,6608£34 7s 6d,Southampton,,
460,"FORD, Mr H.",22,Engineering Crew,,Southampton,Trimmer,
461,"FORD, Mr Thomas",33,Engineering Crew,,Southampton,Leading Fireman,
462,"FORD, Mr Ernest",33,Victualling Crew,,Southampton,3rd Class Steward,
463,"FORD, Mr Francis",44,Victualling Crew,,Southampton,Bedroom Steward (2nd class),
464,"FOREMAN, Mr Benjamin Laventall",30,1st Class Passenger,113051£27 15s,Southampton,,
465,"FORTUNE, Mr Mark",64,1st Class Passenger,19950£263,Southampton,,
466,"FORTUNE, Mr Charles Alexander",19,1st Class Passenger,19950£263,Southampton,,
467,"FOSTER, Mr Alfred Charles",37,Engineering Crew,,Belfast,Storekeeper (Engineering),
468,"FOX, Mr Stanley Harrington",38,2nd Class Passenger,229236£13,Southampton,Businessman,[236]
469,"FOX, Mr Patrick",28,3rd Class Passenger,368573£7 15s,Queenstown,General Labourer,
470,"FOX, Mr William Thomas",27,Victualling Crew,,Southampton,Steward,
471,"FRANKLIN, Mr Thomas Parnham",37,1st Class Passenger,113778£26 11s,Southampton,,
472,"FRANKLIN, Mr Alan Vincent",28,Victualling Crew,,Southampton,Saloon Steward (2nd class),[262]
473,"FRASER, Mr James",30,Engineering Crew,,Belfast,Junior Assistant 3rd. Engineer,
474,"FRASER, Mr J.",30,Engineering Crew,,Southampton,Fireman,
475,"FREEMAN, Mr Ernest Edward Samuel",45,Victualling Crew,,Belfast,Deck Steward (1st Class),[239]
476,"FROST, Mr Anthony Wood",38,2nd Class PassengerH&W Guarantee Group,239854,Belfast,Fitter,
477,"FRY, Mr Richard Thomas",39,1st Class PassengerServant,112058,Southampton,Personal Valet,
478,"FUNK, Miss Annie Clemmer",38,2nd Class Passenger,237671£13,Southampton,Missionary,
479,"FUTRELLE, Mr Jacques Heath",37,1st Class Passenger,113803£53 2s,Southampton,Writer,
480,"FYNNEY, Mr Joseph J.",36,2nd Class Passenger,239865£26,Southampton,Rubber Merchant,[322]
481,"GALE, Mr Harry",37,2nd Class Passenger,28664£21,Southampton,Miner,
482,"GALE, Mr Shadrach",33,2nd Class Passenger,28664£21,Southampton,Miner,
483,"GALLAGHER, Mr Martin",29,3rd Class Passenger,36864£7 14s 10d,Queenstown,Farm Labourer,
484,"GARFIRTH, Mr John",21,3rd Class Passenger,358585£14 10s,Southampton,Shoemaker,
485,"GASKELL, Mr William Alfred",19,2nd Class Passenger,239865£26,Southampton,Cooper,
486,"GATTI, Sig. Gaspare Antonio Pietro",37,Restaurant Staff,,Southampton,À la Carte Restaurant Manager,[313]
487,"GAVEY, Mr Laurence",26,2nd Class Passenger,31028£10 10s,Southampton,,
488,"GEDDES, Mr Richard Charles",32,Victualling Crew,,Southampton,Bed Room Steward (1st class),
489,"GEE, Mr Arthur",47,1st Class Passenger,111320£38 10s,Southampton,,[275]
490,"GEER, Mr Alfred Emest",26,Engineering CrewSubstitute Crew,,Southampton,Fireman,
491,"GEORGIEV, Mr Stenyu",,3rd Class Passenger,349254£7 17s 11d,Cherbourg,General Labourer,
492,"GIGLIO, Mr Victor Gaitan Andrea",23,1st Class PassengerServant,17593£79 4s,Cherbourg,Servant,
493,"GILARDINO, Sig. Vincenzo Pio",31,Restaurant Staff,,Southampton,Waiter,
494,"GILBERT, Mr William",46,2nd Class Passenger,30769£10 10s,Southampton,,
495,"GILES, Mr Edgar",18,2nd Class Passenger,28133£11 10s,Southampton,Cab Driver,
496,"GILES, Mr Frederick Edward",20,2nd Class Passenger,28134£11 10s,Southampton,Bus Driver,
497,"GILES, Mr Ralph",24,2nd Class Passenger,248726£13 10s,Southampton,,[297]
498,"GILES, Mr John Robert",32,Victualling Crew,,Southampton,2nd Baker,
499,"GILINSKI, Mr Eliezer",23,3rd Class Passenger,14973£8 1s,Southampton,Locksmith,[47]
500,"GILL, Mr John",24,2nd Class Passenger,233866£13,Southampton,Chauffeur,[155]
501,"GILL, Mr Joseph Stanley",38,Victualling Crew,,Belfast,Bed Room Steward,[49]
502,"GILL, Mr Patrick",38,Victualling Crew,,Southampton,Ship's Cook,
503,"GILLESPIE, Mr William Henry",31,2nd Class Passenger,12233£13,Southampton,Clerk,
504,"GIVARD, Mr Hans Kristensen",27,2nd Class Passenger,250646£13,Southampton,,[305]
505,"GODWIN, Mr Frederick Charles",33,Engineering Crew,,Southampton,Greaser,
506,"GOLDER, Mr Martin William",35,Engineering Crew,,Southampton,Fireman,
507,"GOLDSCHMIDT, Mr George B.",71,1st Class Passenger,17754£34 13s 1d,Cherbourg,Lawyer,
508,"GOLDSMITH, Mr Frank John",33,3rd Class Passenger,363291£20 10s 6d,Southampton,Turner,
509,"GOLDSMITH, Mr Nathan",41,3rd Class Passenger,3101263£7 17s,Southampton,Shoemaker,
510,"GOLLOP, Mr Percival Salisbury",30,Victualling Crew,,Southampton,Assistant Passage Cook,
511,"GOODWIN, Mr Frederick Joseph",42,3rd Class Passenger,2144£46 18s,Southampton,Engineer,
512,"GOODWIN, Mrs Augusta",43,3rd Class Passenger,2144£46 18s,Southampton,,
513,"GOODWIN, Miss Lillian Augusta",16,3rd Class Passenger,2144£46 18s,Southampton,Servant,
514,"GOODWIN, Mr Charles Edward",14,3rd Class Passenger,2144£46 18s,Southampton,Scholar,
515,"GOODWIN, Master William Frederick",13,3rd Class Passenger,2144£46 18s,Southampton,,
516,"GOODWIN, Miss Jessie Allis Mary",12,3rd Class Passenger,2144£46 18s,Southampton,,
517,"GOODWIN, Master Harold Victor",10,3rd Class Passenger,2144£46 18s,Southampton,,
518,"GOODWIN, Master Sidney Leslie",1,3rd Class Passenger,2144£46 18s,Southampton,,[4]
519,"GORDON, Mr John",30,Engineering CrewSubstitute Crew,,Southampton,Trimmer,
520,"GOREE, Mr Frank",40,Engineering Crew,,Southampton,Greaser,[222]
521,"GOSHAWK, Mr Alfred James",40,Victualling Crew,,Belfast,Saloon Steward (1st class),
522,"GOSLING, Mr Bertram James",22,Engineering Crew,,Southampton,Trimmer,
523,"GOSLING, Mr Frank Henry",25,Engineering Crew,,Southampton,Trimmer,
524,"GRADIDGE, Mr Ernest Edward",22,Engineering Crew,,Southampton,Fireman,[276]
525,"GRAHAM, Mr George Edward",38,1st Class Passenger,112053£30,Southampton,Sales Manager,[147]
526,"GREEN, Mr George",41,3rd Class Passenger,21440£8 1s,Southampton,Farrier,
527,"GREEN, Mr George",20,Engineering Crew,,Southampton,Trimmer,
528,"GREENBERG, Mr Samuel",54,2nd Class Passenger,250647£13,Southampton,,[19]
529,"GREGORY, Mr David",43,Engineering Crew,,Southampton,Greaser,
530,"GROSCLAUDE, Mr Gérald",24,Restaurant Staff,,Southampton,Waiter,
531,"GRØNNESTAD, Mr Daniel Danielsen",32,3rd Class Passenger,8471£8 6s 15d,Southampton,General Labourer,
532,"GUEST, Mr Stephen",22,3rd Class Passenger,376563£8 1s,Southampton,General Labourer,
533,"GUGGENHEIM, Mr Benjamin",46,1st Class Passenger,17593£79 4s,Cherbourg,Businessman,
534,"GUMERY, Mr George",24,Engineering Crew,,Southampton,Mess Steward,
535,"GUNN, Mr Joseph Alfred",30,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd Class),
536,"GUSTAFSSON, Mr Karl Gideon",19,3rd Class Passenger,347069£7 15s 6d,Southampton,General Labourer,
537,"GUSTAFSSON, Mr Alfred Ossian",19,3rd Class Passenger,7534£9 16s 11d,Southampton,General Labourer,
538,"GUSTAFSSON, Mr Anders Vilhelm",37,3rd Class Passenger,3101276£7 18s 6d,Southampton,General Labourer,[98]
539,"GUSTAFSSON, Mr Johan Birger",28,3rd Class Passenger,3101277£7 18s 6d,Southampton,,
540,"GWINN, Mr William Logan",37,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,
541,"HAAS, Miss Aloisia",24,3rd Class Passenger,349236£8 17s,Southampton,General Labourer,
542,"HAGLAND, Mr Ingvald Olai Olsen",28,3rd Class Passenger,65303£6 19s 4d,Southampton,Fisherman,
543,"HAGLAND, Mr Konrad Mathias Reiersen",19,3rd Class Passenger,65304£6 19s 4d,Southampton,General Labourer,
544,"HAKKARAINEN, Mr Pekka Pietari",28,3rd Class Passenger,3101279£15 17s,Southampton,General Labourer,
545,"HALE, Mr Reginald",31,2nd Class Passenger,250653£13,Southampton,Gardener,[75]
546,"HALL, Mr J.",32,Engineering Crew,,Southampton,Fireman,
547,"HALL, Mr Frank Alfred James",40,Victualling Crew,,Southampton,Scullion,
548,"HALLETT, Mr George Alexander",23,Engineering Crew,,Southampton,Fireman,
549,"HAMBLYN, Mr Ernest William",46,Victualling Crew,,Southampton,2nd Class Bedroom Steward,
550,"HAMILTON, Mr Ernest",25,Victualling Crew,,Belfast,Assistant Smoke Room Steward (1st class),
551,"HAMPE, Mr Léon Jérome",19,3rd Class Passenger,345769£9 10s,Southampton,Painter & Decorator,
552,"HANDS, Mr Bernard",54,Engineering Crew,,Southampton,Fireman,
553,"ḤANNĀ AL-HĀJ, Mr Mansūr",35,3rd Class Passenger,2693£7 4s 7d,Cherbourg,,[188]
554,"HANNAM, Mr George",30,Engineering Crew,,Southampton,Fireman,
555,"HANSEN, Mr Claus Peter",41,3rd Class Passenger,350026£14 2s 2d,Southampton,Barber,
556,"HANSEN, Mr Henry Damsgaard",20,3rd Class Passenger,350059£7 17s 1d,Southampton,Manufacturer,[69]
557,"HANSEN, Mr Jens Henrik Marius Juul",25,3rd Class Passenger,350025£7 17s 1d,Southampton,Farmer,
558,"HARBECK, Mr William H.",45,2nd Class Passenger,248746£13,Southampton,Cinematographer,[35]
559,"HARDING, Mr Alfred John",21,Victualling Crew,,Southampton,Assistant Pantry Steward (2nd class),
560,"HARGADON, Miss Kate",17,3rd Class Passenger,30631£7 14s 8d,Queenstown,Cook,
561,"HARKNETT, Miss Alice Phoebe",21,3rd Class Passenger,6609£7 11s,Southampton,Domestic Kitchen Servant,
562,"HARPER, Rev. John",39,2nd Class Passenger,248727£33,Southampton,Priest / Minister,
563,"HARRINGTON, Mr Henry Charles",37,1st Class PassengerServant,113796£42 8s,Southampton,Servant,
564,"HARRIS, Mr Henry Burkhardt",45,1st Class Passenger,36973£83 9s 6d,Southampton,Theatre Manager,
565,"HARRIS, Mr Walter",45,2nd Class Passenger,14208£10 10s,Southampton,,
566,"HARRIS, Mr Amos",24,Engineering Crew,,Southampton,Trimmer,
567,"HARRIS, Mr Edward John",29,Engineering Crew,,Southampton,Fireman,
568,"HARRIS, Mr Charles William",19,Victualling Crew,,Southampton,Saloon Steward (2nd class),
569,"HARRIS, Mr Clifford Henry",17,Victualling Crew,,Southampton,Bell Boy,
570,"HARRIS, Mr Edward Matthew",17,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),
571,"HARRISON, Mr William Henry",45,1st Class PassengerServant,112059,Southampton,Secretary,[110]
572,"HARRISON, Mr Norman E.",38,Engineering Crew,,Belfast,Junior 2nd. Engineer,
573,"HART, Mr Benjamin",47,2nd Class Passenger,13529£26 5s,Southampton,Builder,
574,"HART, Mr Henry",30,3rd Class Passenger,394140£6 17s 2d,Queenstown,General Labourer,
575,"HART, Mr James",54,Engineering Crew,,Southampton,Fireman,
576,"HARTLEY, Mr Wallace Henry",33,2nd Class PassengerMusician,250654,Southampton,Musician,[224]
577,"HARVEY, Mr Herbert Gifford",34,Engineering Crew,,Belfast,Junior Assistant 2nd. Engineer,
578,"HATCH, Mr Hugh",21,Victualling Crew,,Southampton,Scullion,
579,"HAWKESWORTH, Mr James",52,Victualling Crew,,Southampton,Saloon Steward (2nd class),
580,"HAWKESWORTH, Mr William Walter",43,Victualling Crew,,Southampton,Deck Steward (1st class),
581,"HAYS, Mr Charles Melville",55,1st Class Passenger,12749£93 10s,Southampton,Businessman,[307]
582,"HAYTER, Mr Arthur",44,Victualling Crew,,Belfast,Bed Room Steward,[25]
583,"HEAD, Mr Christopher",42,1st Class Passenger,113038£42 10s,Southampton,Politician,
584,"HEAD, Mr Alfred",24,Engineering Crew,,Southampton,Fireman,
585,"HEGARTY, Miss Hanora",20,3rd Class Passenger,365226£6 15s,Queenstown,,
586,"HEINEN, Mr Joseph Dominichus",30,Victualling Crew,,Southampton,Saloon Steward (2nd class),
587,"HEININEN, Miss Wendla Maria",23,3rd Class Passenger,3101290£7 18s 6d,Southampton,Servant,[8]
588,"HENDEKOVIĆ, Mr Ignjac",30,3rd Class Passenger,349243£7 17s 11d,Southampton,General Labourer,[306]
589,"HENDY, Mr Edward Martin",39,Victualling Crew,,Belfast,Saloon Steward,
590,"HENRIKSSON, Miss Jenny Lovisa",28,3rd Class Passenger,347086£7 15s 6d,Southampton,Servant,[3]
591,"HENRY, Miss Bridget",22,3rd Class Passenger,382649£7 15s,Queenstown,,
592,"HENSFORD, Mr Herbert George Ernest",26,Victualling Crew,,Southampton,Assistant Butcher,
593,"HERMAN, Mr Samuel",50,2nd Class Passenger,220845£65,Southampton,Farmer,
594,"HESKETH, Mr John Henry",33,Engineering Crew,,Belfast,Second Engineer (refrigeration),
595,"HESLIN, Mr James",51,Engineering Crew,,Southampton,Trimmer,
596,"HEWITT, Mr Thomas",37,Victualling Crew,,Belfast,Bed Room Steward (1st class),[168]
597,"HICKMAN, Mr Leonard Mark",24,2nd Class Passenger,14879£73 10s,Southampton,,
598,"HICKMAN, Mr Lewis",32,2nd Class Passenger,14879£73 10s,Southampton,,[256]
599,"HICKMAN, Mr Stanley George",21,2nd Class Passenger,14879£73 10s,Southampton,,
600,"HILL, Mr James",25,Engineering Crew,,Southampton,Trimmer,
601,"HILL, Mr Henry Parkinson",37,Victualling Crew,,Southampton,Steward,
602,"HILL, Mr James Colston",43,Victualling Crew,,Belfast,1st Class Bedroom Steward,[152]
603,"HILLIARD, Mr Herbert Henry",44,1st Class Passenger,17463£51 17s 3d,Southampton,Buyer,
604,"HILTUNEN, Miss Martta Maria",18,2nd Class Passenger,250650£13,Southampton,,
605,"HINCKLEY, Mr George Herbert",40,Victualling Crew,,Southampton,Bathroom Steward (1st Class),[66]
606,"HINE, Mr William Edward",36,Victualling Crew,,Southampton,3rd Baker,
607,"HINTON, Mr Stephen William",30,Engineering Crew,,Southampton,Trimmer,[85]
608,"HIPKINS, Mr William Edward",55,1st Class Passenger,680£50,Southampton,Manufacturer,
609,"HISCOCK, Mr Sydney George",25,Victualling Crew,,Southampton,Plate Steward,
610,"HOARE, Mr Leonard James",18,Victualling Crew,,Belfast,Saloon Steward,
611,"HOCKING, Mr Richard George",23,2nd Class Passenger,29104£11 10s,Southampton,Baker,
612,"HOCKING, Mr Samuel James Metcalfe",36,2nd Class Passenger,242963£13,Southampton,Painter & Decorator,
613,"HODGE, Mr Charley",29,Engineering Crew,,Belfast,Senior Assistant 3rd. Engineer,
614,"HODGES, Mr Henry Price",50,2nd Class Passenger,250643£13,Southampton,Musical Instrument Vendor,[149]
615,"HODGES, Mr W.",26,Engineering Crew,,Southampton,Fireman,
616,"HODGKINSON, Mr Leonard",46,Engineering Crew,,Belfast,Senior 4th. Engineer,
617,"HOGAN, Mr Albert John",19,Victualling Crew,,Southampton,Scullion,
618,"HOGG, Mr Charles William",43,Victualling Crew,,Southampton,1st Class Bedroom Steward,
619,"HOGUE, Mr E.",22,Victualling Crew,,Southampton,Plate Steward,
